gene	chr	start	end	strand	ecto	endo	meso	set
Eml2	7	19176421	19206482	+	3.7181294	5.3654294	2.7559228	DifEn
Apoc1	7	19689484	19692658	-	2.2793968	4.0722895	1.240214	DifEn
Apoe	7	19696109	19699166	-	7.410733	10.379478	7.814538	DifEn
Pvrl2	7	19716644	19749573	-	6.6310225	7.8929224	6.3786488	DifEn
2210010C17Rik	7	19937305	19950743	-	-1.6523685	3.854453	-0.774466	DifEn
Vmn1r113	7	20787285	20788208	+	-7.327934	-1.3179232	-8.7078285	DifEn
Rabac1	7	24969750	24972728	-	5.2932024	6.1057715	5.224509	DifEn
Gm7092	7	25614621	25615892	-	-7.327934	0.009881399	-1.970863	DifEn
Fcgbp	7	28071236	28120862	+	-0.92800283	1.5672129	-2.327007	DifEn
Kcnk6	7	29221928	29232522	-	-3.8540022	1.8487266	-1.7229358	DifEn
Rhpn2	7	35334175	35392285	+	3.6402533	5.5126405	2.2579553	DifEn
Zfp819	7	43607169	43618285	+	0.91153246	3.6811562	0.34805623	DifEn
Josd2	7	44467980	44471652	+	3.5822926	5.558719	4.021367	DifEn
Kdelr1	7	45872772	45883731	+	5.1580634	6.2228174	5.507148	DifEn
Ccdc114	7	45924072	45948956	+	2.6975136	6.0742188	1.6228391	DifEn
Tph1	7	46647130	46672537	-	-7.327934	2.0813873	-2.4683628	DifEn
Fam174b	7	73740307	73776919	+	1.7927363	4.2460318	1.5862814	DifEn
Cib1	7	80227156	80232813	-	5.107447	6.5106993	5.1332984	DifEn
Ttll13	7	80246376	80260821	+	-2.1759305	2.0532088	-2.1464345	DifEn
Fam154b	7	82632960	82648528	-	1.5383149	5.4991255	1.7717271	DifEn
1700026D08Rik	7	83774101	83794880	-	-7.327934	5.447016	-4.855386	DifEn
Ctsc	7	88278085	88310888	+	4.328392	8.138285	4.9926353	DifEn
Ccdc89	7	90426312	90428660	+	0.5587792	2.8239233	1.127169	DifEn
Xrra1	7	99859218	99917824	+	-3.3685756	2.8155599	-1.6016294	DifEn
Kcne3	7	100176670	100184869	+	-2.590968	1.4293107	-0.7229357	DifEn
P4ha3	7	100285520	100319699	+	-0.3055657	0.84872663	-5.096394	DifEn
Dnajb13	7	100503018	100514960	-	-4.3685756	7.1554923	-1.1982738	DifEn
Stard10	7	101317086	101346626	+	2.4929545	4.9097176	1.744527	DifEn
Lrrc51	7	101912984	101933895	-	1.3239154	3.4946795	1.2643533	DifEn
Prkcdbp	7	105480607	105482197	-	0.14599773	1.1226493	0.44135383	DifEn
Ppfibp2	7	107595051	107748582	+	0.30788535	4.0708847	-0.46836284	DifEn
Stk33	7	109279223	109439081	-	0.11869034	4.2651978	-6.5558257	DifEn
Calca	7	114631480	114636357	-	4.538315	7.606405	1.3068117	DifEn
Nucb2	7	116504374	116540584	+	2.521037	4.196006	2.3199236	DifEn
Arl6ip1	7	118118891	118129625	-	8.827895	9.378282	8.893686	DifEn
Syt17	7	118381856	118443552	-	-1.44801	1.722003	-2.2890391	DifEn
Anks4b	7	120173858	120183716	+	-1.8905281	0.9065707	-8.7078285	DifEn
Vwa3a	7	120739557	120805742	+	-2.0466473	4.2895584	-0.6250883	DifEn
Gm166	7	127582384	127588595	-	3.1871092	6.215685	3.236558	DifEn
Prss8	7	127925725	127930113	-	5.0793934	6.3942175	2.0347612	DifEn
Btbd16	7	130774069	130825897	+	-7.327934	0.23729196	-8.555826	DifEn
Chst15	7	132235780	132317228	-	1.1414821	5.0606594	1.5289826	DifEn
Oat	7	132557475	132576398	-	7.9502096	8.516838	7.7322655	DifEn
Fank1	7	133776861	133881532	+	-7.327934	3.607495	-2.4683628	DifEn
9330101J02Rik	7	139638778	139683817	-	-7.327934	4.44512	-5.233897	DifEn
Ifitm6	7	141015812	141016892	-	-7.327934	-2.8451703	-6.2338977	DifEn
Lrrc56	7	141194157	141210055	+	3.149375	6.9582014	2.80995	DifEn
Kcnq1	7	143107254	143427042	+	-3.8540022	0.5987483	-3.3859005	DifEn
Lrrc8e	8	4226827	4237470	+	0.7188873	1.0617204	-4.970863	DifEn
Ctxn1	8	4257648	4259274	-	4.804566	6.47636	4.642926	DifEn
Efnb2	8	8617434	8660773	-	6.000398	7.193829	5.8680124	DifEn
Rab20	8	11453392	11478638	-	2.3219213	4.067367	0.8556854	DifEn
Myom2	8	15057653	15133541	+	-2.8540022	3.5572147	-0.10874241	DifEn
Nek5	8	22073616	22125053	-	-7.327934	4.274381	-3.6978447	DifEn
Ap3m2	8	22787354	22805654	-	-0.46168494	3.633421	0.41858897	DifEn
Sfrp1	8	23411502	23449632	+	7.237433	8.256496	7.3537626	DifEn
Adam32	8	24836140	24948804	-	-5.5909677	1.247276	-2.8279052	DifEn
Zfp703	8	26977336	26981461	+	0.59225386	4.2991877	2.4720802	DifEn
Unc5d	8	28646717	29219338	-	0.25033426	2.1415083	0.41571793	DifEn
Tusc3	8	39005867	39165112	+	5.0591865	6.476625	5.386414	DifEn
Mtus1	8	40990914	41133726	-	1.0188264	5.55219	-0.32220596	DifEn
Slc25a4	8	46206797	46211284	-	7.1224184	9.043148	8.523472	DifEn
Wdr17	8	54629055	54887184	-	0.07199714	1.7918807	-0.25661767	DifEn
Tll1	8	64014770	64205993	-	-6.1759305	1.6065257	-1.5900414	DifEn
Zfp964	8	69659263	69664170	+	-0.96647704	0.46824628	-0.84158015	DifEn
Fcho1	8	71708387	71725716	-	-0.23341589	2.4725084	-0.41116735	DifEn
Hhip	8	79966115	80058006	-	-1.1098412	2.730925	-0.78103864	DifEn
Gab1	8	80764434	80880479	-	2.5485833	5.148517	3.4878852	DifEn
Palm3	8	84021471	84030295	+	1.932594	4.898278	1.3808123	DifEn
Dand5	8	84815405	84822823	-	2.218532	4.3562326	1.494023	DifEn
Fbxw9	8	85060055	85067124	+	3.793456	5.7518964	3.9140706	DifEn
Sall1	8	89027248	89044162	-	6.230009	7.1877666	5.7586865	DifEn
Ccl22	8	94745590	94751699	+	-7.327934	-0.47320145	-8.7078285	DifEn
Gpr56	8	94977109	95014208	+	1.241922	5.278038	1.7307321	DifEn
Ccdc135	8	95055103	95078141	+	-7.327934	5.443221	-4.855386	DifEn
Kifc3	8	95099832	95142540	-	1.241922	3.6765456	0.59392154	DifEn
Ccdc113	8	95534100	95558888	+	-7.327934	3.6994534	-8.7078285	DifEn
Prss54	8	95559133	95575455	-	-7.327934	-1.5750811	-8.7078285	DifEn
Lrrc36	8	105413571	105464086	+	-4.3685756	2.4510713	-4.5558257	DifEn
Tppp3	8	105467493	105471526	-	-0.26903987	8.162888	-0.055979766	DifEn
Zdhhc1	8	105472481	105484350	-	1.3977168	4.3382463	1.7728493	DifEn
Hsd11b2	8	105518746	105523984	+	2.0861642	4.9708724	2.6956568	DifEn
Tsnaxip1	8	105827744	105844676	+	-1.590968	3.4238188	-1.5114315	DifEn
Esrp2	8	106130319	106136974	-	1.7249365	3.763465	2.046873	DifEn
Cdh1	8	106603351	106670246	+	8.104913	8.780271	4.6918054	DifEn
Tmed6	8	107061484	107065644	-	-7.327934	1.375706	-4.970863	DifEn
Hp	8	109575130	109579172	-	-7.327934	1.9921794	-7.5558257	DifEn
Calb2	8	110142539	110168206	-	-0.13153629	3.7969875	0.38375357	DifEn
Adamts18	8	113697126	113848615	-	0.7488821	1.995145	-5.9708633	DifEn
Dynlrb2	8	116505015	116515896	+	-2.221734	6.7506905	-1.7484708	DifEn
Hsd17b2	8	117701946	117759029	+	-7.327934	0.089734785	-8.7078285	DifEn
Hsbp1	8	119344538	119348927	+	6.7784476	7.616971	6.9142613	DifEn
Hsdl1	8	119561979	119575200	-	4.3338447	6.1578097	4.025375	DifEn
Cotl1	8	119809225	119840579	-	4.3387833	6.8931212	3.6071951	DifEn
Map1lc3b	8	121590468	121598047	+	7.5703735	8.38651	7.7688823	DifEn
Cyba	8	122424772	122432940	-	3.5905983	5.279559	3.52099	DifEn
Dbndd1	8	123504718	123515463	-	2.2649388	3.2284985	0.7456705	DifEn
Gas8	8	123518835	123536649	+	4.832498	6.267959	4.96209	DifEn
Kbtbd3	9	4309743	4331721	+	2.0163622	3.5672128	2.2951424	DifEn
2200002K05Rik	9	15239045	15259393	+	-3.3685756	0.089734785	-5.5558257	DifEn
Ccdc151	9	21989871	22002634	-	1.370964	6.2880473	1.2140121	DifEn
Glb1l2	9	26763044	26806468	-	1.1094719	2.6728466	-0.14219768	DifEn
Adamts15	9	30899155	30922452	-	2.4387794	6.6737723	1.91178	DifEn
Tmem45b	9	31426199	31464238	-	-3.0060053	0.3434913	-3.9119694	DifEn
Spa17	9	37603295	37613720	-	1.9763545	5.2904634	1.6932877	DifEn
Ubash3b	9	41011098	41161697	-	1.8436604	4.7612896	2.621594	DifEn
Sorl1	9	41964720	42124297	-	3.648233	5.473838	1.8224692	DifEn
Sc5d	9	42254177	42264300	-	4.7109094	5.363136	4.4457583	DifEn
Ift46	9	44767908	44792714	+	5.592874	6.886149	5.5599494	DifEn
Apoa1	9	46228580	46230466	+	0.1816215	7.852922	1.7672291	DifEn
Apoc3	9	46232933	46235636	-	-7.327934	0.6672797	-4.5558257	DifEn
Apoa4	9	46240696	46243459	+	-0.9471118	5.603614	-1.1379731	DifEn
Nnmt	9	48591877	48605153	-	-7.327934	-0.8665439	-8.7078285	DifEn
Ttc12	9	49436963	49486225	-	0.80134946	5.1892242	2.0281973	DifEn
1600029D21Rik	9	50494525	50505639	+	-0.28111264	5.875728	0.029136892	DifEn
Bco2	9	50533087	50555181	-	-1.5320742	-0.5750811	-2.5334578	DifEn
Il18	9	50575273	50581837	+	-0.5465739	0.99217945	-2.016667	DifEn
Pih1d2	9	50617321	50625000	+	2.4387794	5.894511	3.0798924	DifEn
Dixdc1	9	50662752	50739517	-	1.6021467	5.5516863	3.324523	DifEn
Elmod1	9	53911460	53975301	-	-3.8540022	4.722003	-0.904774	DifEn
Dnaja4	9	54698873	54716315	+	-0.7665395	5.210431	-0.063972555	DifEn
Lingo1	9	56618475	56685253	-	0.5856208	2.9065707	1.0643941	DifEn
Ccdc33	9	58028677	58118823	-	0.7369588	4.711223	1.7433823	DifEn
Islr	9	58156265	58159221	-	-7.327934	2.0186517	-1.5005432	DifEn
Bbs4	9	59321966	59353508	-	4.323915	5.571689	4.6495094	DifEn
Dapk2	9	66158223	66272242	+	0.19039182	3.7344785	0.7318867	DifEn
Fam81a	9	70089310	70142560	-	1.8547368	5.0190163	-0.20267886	DifEn
Lipc	9	70798129	70934808	-	-7.327934	1.247276	-8.555826	DifEn
Dyx1c1	9	72958785	72973064	+	1.3358222	4.6797748	1.5592179	DifEn
Gm5918	9	72979724	72985376	-	3.267013	7.1006174	3.2069714	DifEn
Rab27a	9	73044865	73097592	+	2.34567	4.5726824	2.2675416	DifEn
2410004A20Rik	9	73101836	73104443	+	-4.3685756	-0.09974308	-0.99358314	DifEn
Lysmd2	9	75625732	75637773	+	3.6282008	4.7786036	3.943522	DifEn
Cd109	9	78615546	78716253	+	0.97381675	5.372003	1.0384989	DifEn
Myo6	9	80165031	80311729	+	2.8657286	6.3166285	1.3896182	DifEn
Irak1bp1	9	82829806	82847688	+	4.0438433	5.8301644	3.9554327	DifEn
Sh3bgrl2	9	83548338	83600292	+	4.288615	6.282748	4.187957	DifEn
Tpbg	9	85842380	85847055	+	4.6087046	5.810939	3.7776093	DifEn
Rwdd2a	9	86572053	86574896	+	0.99399465	3.2828999	1.5695878	DifEn
Ctsh	9	90054152	90076089	+	-0.517719	6.825694	1.5837258	DifEn
1600029I14Rik	9	99456243	99474751	+	-5.5909677	4.5697017	-8.7078285	DifEn
Nphp3	9	104002544	104043730	+	3.023742	5.8957014	2.7587576	DifEn
Nek11	9	105162467	105395524	-	-1.3945707	3.9191158	-0.95591277	DifEn
Abhd14a	9	106440051	106447678	-	5.0846953	6.1817603	5.1190286	DifEn
Tex264	9	106658747	106685948	-	3.0528882	5.4083295	3.7341933	DifEn
Zmynd10	9	107547310	107551319	+	-1.5320742	6.3032317	-3.5558255	DifEn
Slc38a3	9	107650639	107668968	-	3.14825	5.1511784	1.3420198	DifEn
Dag1	9	108205955	108263924	-	6.0131216	7.0800786	5.662359	DifEn
Klhdc8b	9	108447658	108452377	-	1.4715279000000001	4.298588	-0.12956087	DifEn
Dalrd3	9	108569892	108572771	+	5.7232375	7.6894755	5.3340583	DifEn
Tmem89	9	108914619	108915563	+	-5.1759305	0.4936317	-8.7078285	DifEn
Kif9	9	110476994	110525179	+	-2.6523685	5.0399876	-1.3174208	DifEn
Cmtm6	9	114731203	114749343	+	5.8985453	7.541199	6.1574535	DifEn
Dlec1	9	119102478	119148246	+	0.6944343	4.303381	-0.34637228	DifEn
Ttc21a	9	119937606	119967793	+	-1.503505	4.928454	-1.3174208	DifEn
Sec22c	9	121680047	121705490	-	2.8013496	4.454307	3.05566	DifEn
Ccdc13	9	121797627	121839461	-	-1.6213417	3.3971634	-1.1982738	DifEn
Zfp167	9	122888471	122896124	+	0.25033426	2.7643344	-0.2249088	DifEn
Lztfl1	9	123694416	123717625	-	5.7876883	7.038911	5.729504	DifEn
Iyd	10	3540240	3554877	+	-7.327934	1.3105409	-8.7078285	DifEn
9130014G24Rik	10	10335703	10472326	-	-3.590968	3.5889673	-1.6978445	DifEn
Stx11	10	12939983	12964259	-	-2.2690399	1.2768203	-4.096394	DifEn
Perp	10	18845071	18857073	+	3.7226708	6.1910033	2.4554017	DifEn
Stx7	10	24149317	24188959	+	3.9623413	6.5721855	4.376758	DifEn
Samd3	10	26229707	26272172	+	-1.783613	7.553888	1.8289582	DifEn
Arhgap18	10	26753421	26918648	+	1.9914877	5.1630936	1.5513915	DifEn
Rsph4a	10	33905111	33916021	+	-3.4754908	7.11679	-4.3859005	DifEn
AI317395	10	40001575	40025268	-	-1.0261832	0.3527691	-1.7356467	DifEn
9030224M15Rik	10	40683282	40811083	+	-1.503505	3.0715873	-1.1379731	DifEn
Ppil6	10	41490439	41514284	+	-1.7164989	3.6315165	-0.75492585	DifEn
Lace1	10	42312585	42478565	-	1.621731	3.1732757	1.2770643	DifEn
Cd24a	10	43579169	43584262	+	9.20774	10.28399	9.248677	DifEn
Prdm1	10	44437177	44528501	-	-1.6213417	4.217114	-1.1549461	DifEn
Rfx6	10	51677756	51730429	+	-2.221734	1.2017933	-5.096394	DifEn
Smpdl3a	10	57794335	57811830	+	-2.4754908	4.3129196	2.3615465	DifEn
Pla2g12b	10	59403660	59421976	+	-2.0884676	5.1604543	-0.8904897	DifEn
Pcbd1	10	61089343	61094328	+	4.286572	6.5013433	2.9628277	DifEn
Tbata	10	61171954	61188841	+	-7.327934	3.6626244	-8.7078285	DifEn
Nodal	10	61417972	61425338	+	2.301828	5.673772	-0.66708237	DifEn
Hkdc1	10	62383137	62422491	-	-7.327934	3.6045854	-1.1464347	DifEn
Srgn	10	62493833	62527451	-	-1.590968	4.787611	-2.1635082	DifEn
Stox1	10	62659043	62726128	-	-0.1872457	3.6286547	-1.7614099	DifEn
Dnajc12	10	63382443	63408840	+	2.218532	5.983433	3.7473843	DifEn
Bicc1	10	70922832	71159700	-	1.7782658	7.242838	3.240214	DifEn
Rab36	10	75037058	75054748	+	1.5689033	5.712575	1.2499182	DifEn
Cstb	10	78425670	78427619	+	5.9062185	7.4435596	6.5892305	DifEn
Gzmm	10	79689020	79695261	+	-1.8905281	2.9018378	0.16527352	DifEn
Bsg	10	79704491	79711969	+	9.083868	9.479804	9.062552	DifEn
Abca7	10	79996494	80015572	+	1.5035497	4.708967	0.9219326	DifEn
Gpx4	10	80047166	80056439	+	7.5312667	7.976698	7.58949	DifEn
Reep6	10	80329953	80336441	+	1.9788878	5.1280627	1.1805763	DifEn
Tle2	10	81574561	81590845	+	-1.9664769	2.4746346	-2.2890391	DifEn
Tle6	10	81590904	81601073	-	-0.0160591	2.6802354	-0.9411158	DifEn
Tcp11l2	10	84576626	84614359	+	-1.590968	1.6334211	0.044087227	DifEn
Gm872	10	92775619	93081618	-	-2.1315362	5.0356736	-8.555826	DifEn
Plxnc1	10	94790872	94944578	-	1.076735	2.7556174	-0.5224027	DifEn
Btg1	10	96617001	96622813	+	4.8310966	6.5577164	4.9960027	DifEn
Kitl	10	100015630	100100413	+	1.3824903	7.6015477	4.881016	DifEn
Rassf9	10	102512222	102546560	+	-1.0466474	1.3294617	-1.3174208	DifEn
Lrriq1	10	103063198	103236322	-	-3.590968	5.519351	-1.6610078	DifEn
Acss3	10	106936164	107123668	-	0.29167506	3.0687752	0.91584957	DifEn
Caps2	10	112163621	112216555	+	-5.1759305	2.8138812	-2.4473011	DifEn
Lgr5	10	115450311	115587780	-	2.4033854	6.6991124	2.9330187	DifEn
Cpm	10	117629500	117687352	+	2.8113334	6.934549	1.6302886	DifEn
Slc39a5	10	128395934	128401224	-	-2.4754908	4.335909	-1.5114315	DifEn
Myl6	10	128490860	128493875	-	7.460524	8.264506	7.8868265	DifEn
Suox	10	128669887	128673918	-	0.8847655	3.4380543	1.6536278	DifEn
Ormdl2	10	128817457	128821631	-	6.870597	7.357962	6.3970523	DifEn
Limk2	11	3344256	3409189	-	4.1985655	6.062074	4.695657	DifEn
Dusp18	11	3895240	3901296	+	2.8793519	6.344073	3.9770172	DifEn
Sec14l4	11	4031462	4048024	+	2.9559267	5.3827996	3.8311145	DifEn
Ccdc157	11	4141123	4160293	-	1.7927363	5.972566	2.7162209	DifEn
Lif	11	4257557	4272514	+	-1.5612205	0.0673669	-8.7078285	DifEn
Rasl10a	11	5058128	5060385	+	-7.327934	0.044646755	-4.307898	DifEn
H2afv	11	6427226	6444443	-	8.269116	8.798262	8.368454	DifEn
Pkd1l1	11	8826708	8973266	-	-2.3179495	6.5113463	-0.99358314	DifEn
Sun3	11	9016054	9048991	-	-5.5909677	1.6930758	0.20572554	DifEn
Upp1	11	9118103	9136170	+	2.8766375	7.9864163	5.6257925	DifEn
Cobl	11	12236608	12464960	-	0.4894055	4.0503607	-0.57854575	DifEn
Wdpcp	11	21572235	21898989	+	2.218532	4.9385023	2.3488088	DifEn
Ccdc104	11	29221532	29247409	-	4.7399487	6.781505	5.0181766	DifEn
Kcnmb1	11	33963013	33973641	+	-7.327934	2.1415083	-1.7356467	DifEn
Nipal4	11	46148155	46166508	-	-7.327934	2.3665748	-4.855386	DifEn
Gpx3	11	54902453	54910377	+	4.4160595	6.6648374	5.226251	DifEn
Fam183b	11	58792797	58801960	-	-0.48942995	6.2072377	-3.6489348	DifEn
Lrrc48	11	60353329	60394341	+	1.1727977	6.5420866	0.93602747	DifEn
B9d1	11	61505144	61512931	+	5.511008	7.4864717	5.485149	DifEn
Dnahc9	11	65831282	66168551	-	-2.783613	4.5165157	-3.2704234	DifEn
Wdr16	11	67924806	67965651	-	0.05288823	7.283431	0.19571838	DifEn
Tmem107	11	69070806	69073293	+	4.8975415	7.4612265	4.828958	DifEn
BC096441	11	69682577	69696098	-	-3.3685756	0.14418256	-2.0800922	DifEn
Tnfsf13	11	69682846	69685784	-	-4.1759305	0.24727592	-2.129561	DifEn
Tekt1	11	72344722	72362442	-	0.12785031	7.436487	0.19906181	DifEn
Spns2	11	72451638	72489904	-	-2.1315362	2.0360336	-1.855386	DifEn
Rph3al	11	75830999	75938429	-	-0.3055657	3.213299	-4.648935	DifEn
Sdf2	11	78245746	78255496	+	5.6787434	6.820479	5.897187	DifEn
Vtn	11	78499091	78502324	+	-7.327934	5.0098815	-2.4473011	DifEn
Lgals9	11	78962974	78984946	-	-7.327934	2.160124	-2.1464345	DifEn
Hnf1b	11	83850063	83905917	+	-0.89052814	4.6099153	-1.8279052	DifEn
Dhrs11	11	84820856	84828994	-	1.4929546	3.7669394	1.9440202	DifEn
Car4	11	84957786	84966044	+	8.2594795	10.821223	8.598785	DifEn
Dhx40	11	86768846	86807696	-	5.703653	7.006395	5.627422	DifEn
Mks1	11	87853215	87863803	+	3.8540468	5.4645066	4.2865243	DifEn
Nog	11	89300638	89302559	-	-1.503505	5.36972	0.60404575	DifEn
Ankfn1	11	89420987	89639631	-	-3.0884676	2.0186517	-3.6489348	DifEn
Mycbpap	11	94501347	94521742	-	-0.517719	3.1914883	-1.1046145	DifEn
B4galnt2	11	95865943	95914891	-	-2.4754908	2.738023	-2.5114315	DifEn
Gip	11	96024545	96030831	+	-7.327934	-0.48968965	-3.163508	DifEn
Calcoco2	11	96099326	96111964	-	-4.3685756	2.8003821	0.029136892	DifEn
Ttll6	11	96133786	96165451	+	-2.9280028	3.067367	-4.970863	DifEn
Lrrc46	11	97034602	97041407	-	-1.8183784	5.6113653	-2.2704234	DifEn
Krt19	11	100140810	100148665	-	-0.35575145	5.8020763	1.0970193	DifEn
Krt42	11	100262882	100269871	-	-7.1759305	-0.15127335	-4.970863	DifEn
Ttc25	11	100545607	100572568	+	1.9062188	6.7374697	1.2643533	DifEn
Vps25	11	101253707	101259549	+	7.385298	7.940042	7.475186	DifEn
Wnk4	11	101260567	101277409	+	0.81842303	2.8617828	-0.2249088	DifEn
Ccdc103	11	102881204	102885216	+	0.4165266	5.690105	1.3689868	DifEn
Fam187a	11	102885169	102886731	+	-7.327934	-0.610705	-8.555826	DifEn
Cyb561	11	105933702	105953336	-	4.4043283	6.834413	2.3435311	DifEn
Cd79b	11	106311341	106314762	-	0.09085609	0.52679855	-2.2159755	DifEn
Cpsf4l	11	113698172	113710017	-	-2.5320742	2.931553	-0.6133111	DifEn
Dnaic2	11	114727408	114757889	+	-7.327934	4.4878535	-8.7078285	DifEn
Gprc5c	11	114851152	114872617	+	5.4751215	8.086393	6.283083	DifEn
Cd300e	11	115051917	115062177	-	-5.5909677	0.21711402	-2.3463721	DifEn
Myo15b	11	115861612	115892603	+	-4.1759305	2.6523294	-1.2070975	DifEn
2210020M01Rik	11	115899966	115906269	+	-2.4754908	4.05392	-1.3463722	DifEn
Evpl	11	116220559	116238077	-	-0.43446347	2.3825166	-0.5842821	DifEn
Foxj1	11	116330704	116335399	-	0.35545096	8.548188	1.5196534	DifEn
Sphk1	11	116530925	116536674	+	-7.327934	0.089734785	-3.163508	DifEn
Syngr2	11	117809668	117814283	+	5.8214254	6.9774475	5.888413	DifEn
Ccdc40	11	119228572	119265236	+	3.9391134	6.178013	3.7027404	DifEn
Nptx1	11	119538719	119547753	-	1.1683655	3.265812	1.7649748	DifEn
Myadml2	11	120646031	120648158	-	-7.327934	-1.762708	-8.7078285	DifEn
Dcxr	11	120725399	120727281	-	2.9610608	4.2094736	2.689727	DifEn
Uts2r	11	121160271	121161973	+	-4.1759305	-0.9553532	-8.7078285	DifEn
Apob	12	7977648	8016835	+	-3.716499	7.6345506	0.6584935	DifEn
Wdr35	12	8973892	9028847	+	4.730584	6.8134613	4.8331337	DifEn
Atp6v1c2	12	17284721	17329359	-	-0.92800283	2.7327027	-0.49512976	DifEn
Efcab10	12	33394854	33401269	+	2.5000267	7.1522584	1.8006264	DifEn
Arl4a	12	40005447	40038025	-	4.4818344	7.43962	3.9239547	DifEn
Nfkbia	12	55489411	55492647	-	3.2281468	6.1127853	4.475531	DifEn
Foxa1	12	57540631	57546121	-	-0.43446347	5.679314	-1.3174208	DifEn
Rpl10l	12	66283381	66284401	-	-7.327934	-1.5063684	-5.5558257	DifEn
Pygl	12	70190811	70231488	-	2.2206743	6.019198	2.7393692	DifEn
Lrrc9	12	72441866	72514334	+	0.80706304	4.898674	1.3615464	DifEn
Six1	12	73036929	73053887	-	-1.3430405	4.2756014	1.5062205	DifEn
Prkch	12	73584797	73778185	+	-0.92800283	4.424369	0.76835483	DifEn
Dbpht2	12	74297474	74300468	+	-5.5909677	3.0142732	-8.7078285	DifEn
Ppp1r36	12	76417599	76439473	+	-2.5320742	2.5370088	-8.7078285	DifEn
Plekhg3	12	76533560	76579039	+	2.3535001	5.107314	2.9269824	DifEn
Gpx2	12	76792335	76795554	-	1.7188873	6.6744657	0.23207687	DifEn
Smoc1	12	81026808	81186414	+	3.1459978	7.1331196	3.4420593	DifEn
Slc8a3	12	81197915	81333180	-	-3.0884676	4.168686	-2.096394	DifEn
2900006K08Rik	12	84409071	84433780	+	-1.1535627	2.5531962	-0.46306854	DifEn
Fam164c	12	85288591	85299358	+	-1.8183784	4.939657	-0.36106876	DifEn
Samd15	12	87200750	87201943	+	-4.854002	0.91911596	-4.468363	DifEn
Ttc8	12	98920574	98983238	+	4.1683655	5.109026	3.892807	DifEn
Calm1	12	100199435	100209806	+	9.179541	10.043203	9.2200165	DifEn
4831426I19Rik	12	104929949	105009809	-	-2.7164989	1.5390421	-2.7229357	DifEn
Ak7	12	105705982	105782447	+	-3.0060053	5.21075	-2.2159755	DifEn
Eml1	12	108370957	108539617	+	4.617673	6.4591475	4.2460847	DifEn
Stk30	12	110807798	110840939	-	1.2835011	5.4207897	1.761587	DifEn
Amn	12	111271111	111276426	+	-0.36857554	6.3307834	1.4595894	DifEn
Crip2	12	113140236	113145504	+	6.910372	7.622315	4.642159	DifEn
Crip1	12	113152012	113153877	+	4.034741	5.2385435	2.6315265	DifEn
Wdr60	12	116207050	116263025	-	3.370964	5.2627387	3.029137	DifEn
Akr1c13	13	4191184	4205596	+	-6.1759305	3.626744	-0.3031602	DifEn
Akr1c19	13	4228700	4248681	+	0.081457436	4.8839507	0.75478715	DifEn
Akr1c12	13	4268172	4279433	-	-4.1759305	2.9727538	-4.648935	DifEn
Gng4	13	13784059	13827897	+	-1.7496656	3.1117609	-1.47901	DifEn
Stard3nl	13	19357677	19395752	-	6.7447014	7.5777607	6.634539	DifEn
Elmo1	13	20090507	20608353	+	4.3632283	6.9242787	4.94265	DifEn
Hist1h2bm	13	21722098	21722478	+	1.0955325	1.3619876	0.54483664	DifEn
Hist1h4j	13	21735062	21735837	+	-1.590968	0.6447958	-1.8693252	DifEn
Agtr1a	13	30336441	30382867	+	-0.986106	1.281686	-0.21597569	DifEn
Serpinb6c	13	33879816	33905708	-	-2.1315362	2.109026	-4.233897	DifEn
Eci3	13	34946614	34963810	-	-7.327934	0.47675782	-3.4265428	DifEn
Dsp	13	38151328	38198577	+	2.8616166	6.470645	4.6478286	DifEn
Slc35b3	13	38932140	38960875	-	3.5972087	4.9346457	3.790965	DifEn
Mak	13	41025120	41079706	-	1.5451686	6.7350326	0.17549336	DifEn
Nedd9	13	41309916	41487320	-	-3.2690396	4.351034	0.55269873	DifEn
Rnf182	13	43615710	43670945	+	-1.4210428	1.4936316	-2.1982737	DifEn
Gmpr	13	45507444	45546382	+	2.3476315	4.4160953	2.4063473	DifEn
Atxn1	13	45549758	45964991	-	-2.221734	4.2228174	-1.6610078	DifEn
Gm1574	13	46273721	46300115	+	-7.327934	0.41609514	-3.6016293	DifEn
Shc3	13	51431041	51567084	-	-7.327934	0.74684703	-7.5558257	DifEn
Higd2a	13	54590207	54591158	+	6.650022	7.1049137	6.753296	DifEn
Fgfr4	13	55152640	55168759	+	-7.327934	2.4138806	-2.307898	DifEn
Kif27	13	58287516	58354862	-	-0.800891	5.549166	-1.7103356	DifEn
Zfp759	13	67128228	67141787	+	3.3651662	3.1863081	2.2707226	DifEn
Bhmt2	13	93655720	93674302	-	-2.9280028	4.860157	-0.74847084	DifEn
Dmgdh	13	93674433	93752831	+	-2.3685756	3.772135	-3.855386	DifEn
Cd180	13	102693558	102739629	+	-6.1759305	0.32475477	-3.0963938	DifEn
Ccno	13	112987802	112990778	+	1.6632735	6.7700806	-0.21597569	DifEn
Gm6320	13	112993868	113000394	+	-0.39457068	-0.074652106	-6.5558257	DifEn
Gzmk	13	113171608	113225908	-	-7.327934	-0.31792322	-3.9119694	DifEn
Emb	13	117220625	117274098	+	9.937751	12.595701	10.812323	DifEn
Fam107a	14	8296274	8318023	-	1.3119097	4.4462037	1.0698832	DifEn
Oit1	14	8348948	8378763	-	-1.590968	2.4999087	-8.7078285	DifEn
