gene	chr	starts	ends	ecto	endo	meso
Tll1	8	64205993	64014770	-7.629025	-0.6588975	-5.9012322
Zfp964	8	69659263	69664170	-7.56681	0.6928245	-1.9445103
Fcho1	8	71725716	71708387	-2.4284358	0.4449019	-5.067659
Hhip	8	80058006	79966115	-3.297699	0.46844244	-3.022418
Gab1	8	80880479	80764434	-0.6390565	2.1332529	-0.20195127
Palm3	8	84021471	84030295	0.03187785	2.4606843	-0.86806583
Dand5	8	84822823	84815405	1.2751908	3.4466813	0.57491636
Fbxw9	8	85060055	85067124	1.5683097	3.7677119	1.9240205
Sall1	8	89044162	89027248	3.0423222	4.374546	2.422157
Ccl22	8	94745590	94751699	-8.282219	-0.24255057	-8.669904
Gpr56	8	94977109	95014208	-0.863081	3.0581377	-0.38348648
Ccdc135	8	95055103	95078141	-3.8912451	3.74734	-5.1020517
Kifc3	8	95142540	95099832	-2.7785566	1.9314486	-2.1231723
Ccdc113	8	95534100	95558888	-3.6739874	2.4624991	-7.7986374
Prss54	8	95575455	95559133	-7.59306	-0.79285693	-7.9807444
Lrrc36	8	105413571	105464086	-8.414921	0.07333878	-8.802605
Tppp3	8	105471526	105467493	-1.8682133	6.604879	-1.1098193
Zdhhc1	8	105484350	105472481	-1.1549947	2.5888705	0.37033767
Hsd11b2	8	105518746	105523984	0.65872055	4.080412	1.372215
Tsnaxip1	8	105827744	105844676	-4.8871074	1.2604467	-2.0523992
Esrp2	8	106136974	106130319	-1.6212901	1.79189	-1.346903
Cdh1	8	106603351	106670246	5.4614544	6.314531	2.3031297
Tmed6	8	107065644	107061484	-6.852421	1.69672	-7.2401056
Hp	8	109579172	109575130	-7.4904485	1.6789886	-6.7261295
Calb2	8	110168206	110142539	-0.2792537	3.9681375	0.49165386
Adamts18	8	113848615	113697126	-3.4549963	0.18802343	-8.796877
Dynlrb2	8	116505015	116515896	-0.73147285	7.4030285	-0.96715397
Hsd17b2	8	117701946	117759029	-7.4211326	-0.29900146	-7.8088174
Hsbp1	8	119344538	119348927	6.2946415	6.9756556	6.227573
Hsdl1	8	119575200	119561979	2.3393211	4.556353	1.4162185
Cotl1	8	119840579	119809225	3.4832613	5.7236633	2.7577806
Map1lc3b	8	121590468	121598047	6.9548497	7.602586	6.972347
Cyba	8	122432940	122424772	3.4510853	5.0243635	3.508451
Dbndd1	8	123515463	123504718	0.11001138	2.1535435	-1.5541908
Gas8	8	123518835	123536649	3.990015	5.1435547	3.875798
Kbtbd3	9	4309743	4331721	0.45276856	2.9234505	1.0130376
2200002K05Rik	9	15239045	15259393	-2.9355197	0.49544954	-8.429403
Ccdc151	9	22002634	21989871	-0.5426946	4.6163745	-0.9463207
Glb1l2	9	26806468	26763044	-3.7843995	0.9691535	-3.2052507
Adamts15	9	30922452	30899155	0.2422763	3.8127267	-0.7159308
Tmem45b	9	31464238	31426199	-2.6113906	0.17947452	-8.105275
Spa17	9	37613720	37603295	2.6742868	5.652498	2.2646601
Ubash3b	9	41161697	41011098	-1.0752052	1.971874	-0.32194677
Sorl1	9	42124297	41964720	-0.82145816	1.9385726	-2.4265604
Sc5d	9	42264300	42254177	3.4738655	4.687717	3.4844594
Ift46	9	44767908	44792714	2.5050962	4.0682178	2.5562294
Apoa1	9	46228580	46230466	-1.970737	5.279201	-3.6994584
Apoc3	9	46235636	46232933	-7.085047	0.068793364	-7.4727306
Apoa4	9	46240696	46243459	-7.924958	1.4057592	-8.312643
Nnmt	9	48605153	48591877	-7.7212567	-0.024889104	-8.108941
Ttc12	9	49486225	49436963	-0.8072473	2.7818882	-1.922708
1600029D21Rik	9	50494525	50505639	-0.09694866	4.8909492	-0.5777423
Bco2	9	50555181	50533087	-4.9956884	-0.1954854	-4.135445
Il18	9	50575273	50581837	-1.4269817	2.6437504	-0.88392884
Pih1d2	9	50617321	50625000	1.3713378	4.0997033	1.5132821
Dixdc1	9	50739517	50662752	-1.922385	1.7151567	-0.6184082
Elmod1	9	53975301	53911460	-4.718691	3.1068363	-5.106375
Dnaja4	9	54698873	54716315	-3.056128	2.9884937	-3.1900556
Lingo1	9	56685253	56618475	-1.2203425	1.5467929	-1.3367248
Ccdc33	9	58118823	58028677	-2.870934	1.4471172	-1.5784987
Islr	9	58159221	58156265	-8.300103	1.0444202	-6.950822
Bbs4	9	59353508	59321966	2.9806485	4.4232845	3.1297987
Dapk2	9	66158223	66272242	-3.332961	1.212428	-4.943038
Fam81a	9	70142560	70089310	0.2228126	2.6708353	-3.039341
Lipc	9	70934808	70798129	-8.005343	-0.85150355	-8.393028
Dyx1c1	9	72958785	72973064	0.5439534	3.5792038	-0.15840147
Gm5918	9	72985376	72979724	3.1086776	7.307875	3.3026896
Rab27a	9	73044865	73097592	1.6414791	3.5489295	0.9863624
2410004A20Rik	9	73101836	73104443	-8.104127	0.35904065	-8.491812
Lysmd2	9	75625732	75637773	3.109382	4.7971106	3.5854073
Cd109	9	78615546	78716253	-3.1297264	2.0664053	-1.7563496
Myo6	9	80165031	80311729	-0.33551744	1.8493909	-2.2558699
Irak1bp1	9	82829806	82847688	3.3617117	4.6683693	3.1011472
Sh3bgrl2	9	83548338	83600292	2.3412933	3.8276432	1.5692823
Tpbg	9	85842380	85847055	2.533011	4.1027966	2.0212095
Rwdd2a	9	86572053	86574896	1.1307431	2.856727	0.91897684
Ctsh	9	90054152	90076089	-1.734634	3.4405253	-0.96916145
1600029I14Rik	9	99456243	99474751	-5.872014	2.7993758	-7.996664
Nphp3	9	104002544	104043730	-0.5906137	2.1781764	-0.7551131
Nek11	9	105395524	105162467	-3.2768958	1.3193762	-2.994729
Abhd14a	9	106447678	106440051	4.4910393	5.477264	4.1483116
Tex264	9	106685948	106658747	1.4601824	4.2426267	2.1859078
Zmynd10	9	107547310	107551319	-4.915457	5.1504617	-8.262499
Slc38a3	9	107668968	107650639	0.6847236	3.282532	-1.418263
Dag1	9	108263924	108205955	3.5918245	4.732858	3.4199898
Klhdc8b	9	108452377	108447658	-0.29754668	3.4823472	-2.4170346
Dalrd3	9	108569892	108572771	4.4213085	6.573427	4.0007644000000004
Tmem89	9	108914619	108915563	-6.0186634	0.5040052	-6.5583515
Kif9	9	110476994	110525179	-5.372175	1.8465292	-2.7054117
Cmtm6	9	114731203	114749343	3.9423697	5.539014	4.3005443
Dlec1	9	119102478	119148246	-2.5270023	0.6954338	-3.4590073
Ttc21a	9	119937606	119967793	-3.9851837	1.2673963	-4.057995
Sec22c	9	121705490	121680047	-0.43157542	1.9499981	-0.38260373
Ccdc13	9	121839461	121797627	-4.2267065	1.3883265	-3.1911793
Zfp167	9	122888471	122896124	-0.9812721	1.3164306	-0.9726035
Lztfl1	9	123717625	123694416	2.6403065	3.9987204	2.3177722
Iyd	10	3540240	3554877	-7.763652	0.095444836	-8.151337
9130014G24Rik	10	10472326	10335703	-5.4559283	0.6002196	-4.000338
Stx11	10	12964259	12939983	-3.2667232	0.27044562	-6.976335
Perp	10	18845071	18857073	2.1798463	5.3074155	1.6613146
Stx7	10	24149317	24188959	2.6090074	4.675381	3.0333798
Samd3	10	26229707	26272172	-1.3161646	5.5508285	-0.22623187
Arhgap18	10	26753421	26918648	-0.018780017	2.301233	0.27121723
Rsph4a	10	33905111	33916021	-2.2890291	4.846187	-9.320569
AI317395	10	40025268	40001575	-4.5540032	-0.81699413	-8.901046
9030224M15Rik	10	40683282	40811083	-2.5255744	2.7536006	-1.6094778
Akd1a	10	41316247	41348269	-7.7321997	2.494268	-4.2674413
Akd1b	10	41351711	41433288	-5.9443808	-0.89625037	-7.3320656
Ppil6	10	41490439	41514284	-0.8759102	1.8129318	-2.9334457
Lace1	10	42478565	42312585	-0.8329145	2.329333	0.38004535
Cd24a	10	43579169	43584262	8.040462	9.317733	8.218517
Prdm1	10	44528501	44437177	-7.7853546	1.3817532	-3.9506469
Rfx6	10	51677756	51730429	-3.8237185	0.121682584	-6.298866
Smpdl3a	10	57794335	57811830	-0.5412751	3.410931	1.1349876
Pla2g12b	10	59403660	59421976	-4.832288	4.623267	-2.7345452
Pcbd1	10	61089343	61094328	4.412393	6.3407187	2.8221018
Tbata	10	61171954	61188841	-8.343569	1.5721118	-8.731253
Nodal	10	61417972	61425338	1.5823064	4.880963	-1.5602654
Hkdc1	10	62422491	62383137	-9.272508	0.619396	-3.9053037
Srgn	10	62527451	62493833	-8.199867	3.4105508	-3.6281934
Stox1	10	62726128	62659043	-2.7482975	0.79410785	-3.0104506
Dnajc12	10	63382443	63408840	0.44982195	3.4465034	1.916695
Bicc1	10	71159700	70922832	-1.8312023	3.3293426	-0.44965234
Rab36	10	75037058	75054748	-1.4519621	2.7259364	-1.5783811
Cstb	10	78425670	78427619	6.6734433	7.9342456	7.1505837
Gzmm	10	79689020	79695261	-4.1488357	2.3781989	-2.8140538
Bsg	10	79704491	79711969	8.139232	8.544925	8.097764
Abca7	10	79996494	80015572	-2.2932613	0.7757585	-4.698433
Gpx4	10	80047166	80056439	6.602228	7.444781	6.8080397
Reep6	10	80329953	80336441	1.0000325	2.977995	-0.5545942
Tle2	10	81574561	81590845	-3.9354227	0.5205997	-5.689889
Tle6	10	81601073	81590904	-2.4952645	0.8869837	-4.7574177
Tcp11l2	10	84576626	84614359	-3.4091532	-0.1501911	-5.2748847
Gm872	10	93081618	92775619	-8.182019	-0.53381896	-11.306669
Plxnc1	10	94944578	94790872	-2.5786092	0.49475247	-5.415601
Btg1	10	96617001	96622813	2.2221475	4.1526194	2.158336
Kitl	10	100015630	100100413	-0.7089873	5.044295	2.6653645
Rassf9	10	102512222	102546560	-2.5694237	0.7114052	-1.9910554
Lrriq1	10	103236322	103063198	-1.7558569	2.606789	-5.52497
Acss3	10	107123668	106936164	-1.1155416	1.3426359	-2.1553028
Caps2	10	112163621	112216555	-8.8398285	-0.59484076	-5.905585
Lgr5	10	115587780	115450311	-1.1075999	3.0362833	-0.91872424
Cpm	10	117629500	117687352	-0.5733866	2.7882905	-1.2009934
Slc39a5	10	128401224	128395934	-5.2039156	1.7979213	-5.8139925
Myl6	10	128493875	128490860	7.788923	8.463482	8.032211
Suox	10	128673918	128669887	-0.91621375	1.6093669	-1.725362
Ormdl2	10	128821631	128817457	5.6290765	6.400364	5.299193
Limk2	11	3409189	3344256	1.4550055	3.1655605000000002	1.3962489
Dusp18	11	3895240	3901296	0.16999975	3.8574798	1.8275447
Sec14l4	11	4031462	4048024	1.5899495	3.8266978	2.131562
Ccdc157	11	4160293	4141123	0.28741845	3.1147444	-0.02837278
Lif	11	4257557	4272514	-9.186004	-0.7613103	-9.5736885
Rasl10a	11	5058128	5060385	-7.5637503	-0.37888345	-7.951435
H2afv	11	6444443	6427226	7.381313	7.8943887	7.3617234
Pkd1l1	11	8973266	8826708	-4.9885774	2.6951115	-5.710681
Sun3	11	9048991	9016054	-6.290387	1.55421	-1.4686182
Upp1	11	9118103	9136170	1.9934757	7.3665295	4.15767
Cobl	11	12464960	12236608	-3.1570096	0.49410224	-7.1561284
Wdpcp	11	21572235	21898989	-0.7885037	1.9373319	-0.47093135
Ccdc104	11	29247409	29221532	3.555175	5.0628414	3.48979
Kcnmb1	11	33963013	33973641	-7.9802804	-0.4145425	-3.8133757
Nipal4	11	46166508	46148155	-8.849074	0.61409396	-7.4997926
Gpx3	11	54902453	54910377	3.8117182	5.320239	4.2872586
Fam183b	11	58801960	58792797	-1.8464788	6.050092	-2.5752
Lrrc48	11	60353329	60394341	-2.2434995	3.2480438	-1.8184621
B9d1	11	61505144	61512931	4.7096014	6.7208853	4.5936375
Dnahc9	11	66168551	65831282	-5.1270204	-0.49346697	-7.126139
Wdr16	11	67965651	67924806	-1.937286	5.748572	-0.13541652
Tmem107	11	69070806	69073293	4.1899185	6.77528	4.2462077
BC096441	11	69696098	69682577	-4.071323	-0.7601578	-5.1370792
Tnfsf13	11	69685784	69682846	-4.302112	0.06368819	-4.6897964
Tekt1	11	72362442	72344722	-0.6682451	6.362871	-0.05592944
Spns2	11	72489904	72451638	-5.1352606	-0.13342352	-4.870868
Rph3al	11	75938429	75830999	-2.4180257	0.29932025	-6.231975
Sdf2	11	78245746	78255496	5.069368	6.0454564	5.1578345
Vtn	11	78499091	78502324	-4.4750338	3.4325528	-8.474153
Lgals9	11	78984946	78962974	-1.7991192	1.9854021	-2.7815473
Hnf1b	11	83850063	83905917	-5.17427	2.9253905	-3.8921032
Dhrs11	11	84828994	84820856	0.94539845	3.181431	0.86404556
Car4	11	84957786	84966044	7.607325	9.735859	7.843636
Dhx40	11	86807696	86768846	3.3205388	4.8952136	3.3633502
Mks1	11	87853215	87863803	1.5670863	3.483197	1.8471965
Nog	11	89302559	89300638	-2.5701919	4.453988	-0.84239906
Ankfn1	11	89639631	89420987	-5.8456516	-0.56002176	-8.707267
Mycbpap	11	94521742	94501347	-2.7571678	0.7974582	-4.2089825
B4galnt2	11	95914891	95865943	-3.6970708	0.9906574	-4.762827
Gip	11	96024545	96030831	-6.5233707	-0.19265303	-3.4371238
Calcoco2	11	96111964	96099326	-3.6098697	1.6232924	-2.3828444
Ttll6	11	96133786	96165451	-6.860465	0.3389091	-9.400153
Lrrc46	11	97041407	97034602	-1.9385884	4.873587	-7.7185903
Krt19	11	100148665	100140810	-1.8502086	4.457687	0.69055367
Krt42	11	100269871	100262882	-5.4099083	0.22217198	-8.271523
Ttc25	11	100545607	100572568	-0.8604429	3.6847653	-1.0076631
Vps25	11	101253707	101259549	6.592996	7.259889	6.495752
Wnk4	11	101260567	101277409	-2.4262428	0.87919563	-2.5849016
Ccdc103	11	102881204	102885216	0.1401715	4.878124	0.71168095
Fam187a	11	102885169	102886731	-7.7093067	-0.9497455	-8.096991
Cyb561	11	105953336	105933702	2.0959833	4.6827602	-1.5331273
Cd79b	11	106314762	106311341	-4.6226544	1.1980127	-3.0628064
Cpsf4l	11	113710017	113698172	-1.6709528	1.9715785	-2.5372908
Dnaic2	11	114727408	114757889	-5.78262	2.2034492	-9.644236
Gprc5c	11	114851152	114872617	2.926417	5.444367	3.3957407
Cd300e	11	115062177	115051917	-8.127111	-0.17490448	-6.040864
Myo15b	11	115861612	115892603	-10.022161	-0.60398	-7.087917
2210020M01Rik	11	115899966	115906269	-2.9907207	3.2187371	-4.3218217
Evpl	11	116238077	116220559	-5.1280146	-0.43674612	-4.2472105000000004
Foxj1	11	116335399	116330704	0.5753796	7.2228136	0.21199387
Sphk1	11	116530925	116536674	-9.320188	-0.80726635	-4.385944
Syngr2	11	117809668	117814283	5.1944685	6.1668487	4.8091755
Ccdc40	11	119228572	119265236	1.0908068	3.3054879	0.5987857
Nptx1	11	119547753	119538719	-1.6814964	0.8615488	-1.7066104
Myadml2	11	120648158	120646031	-5.3164353	-0.25319788	-7.4410853
Dcxr	11	120727281	120725399	2.0628521	4.2690477	2.2931452
Uts2r	11	121160271	121161973	-7.8330674	-0.67922723	-8.220752
Apob	12	7977648	8016835	-7.5435987	1.5162957	-7.7792797
Wdr35	12	8973892	9028847	1.686966	3.676436	1.4408692
Atp6v1c2	12	17329359	17284721	-3.9626164	0.51565844	-2.6223805
Efcab10	12	33394854	33401269	4.845731	8.211314	3.0833542
Arl4a	12	40038025	40005447	1.3863322	4.608573	1.1578287
Nfkbia	12	55492647	55489411	2.9592621	5.155441	3.807019
Foxa1	12	57546121	57540631	-7.0006747	2.9383972	-1.7541533
Rpl10l	12	66284401	66283381	-6.9429684	-0.82083744	-7.482656
Pygl	12	70231488	70190811	-0.032592982	3.7973704	0.34770152
Lrrc9	12	72441866	72514334	-1.6828332	1.9858044	-1.8187543
Six1	12	73053887	73036929	-7.037479	0.8245	-2.0987341
Prkch	12	73584797	73778185	-2.1701262	1.5840424	-2.9068182
Dbpht2	12	74297474	74300468	-2.5886512	0.89562255	-9.035229
Ppp1r36	12	76417599	76439473	-2.5760555	1.5756199	-7.973724
Plekhg3	12	76533560	76579039	-0.5318729	2.6562161	0.3431861
Gpx2	12	76795554	76792335	1.4732343	6.4105735	-2.8706684
Smoc1	12	81026808	81186414	1.0261428	5.202009	1.1176263
Slc8a3	12	81333180	81197915	-5.66944	1.3086811	-5.182655
2900006K08Rik	12	84409071	84433780	-2.6802976	0.763212	-2.3728364
Fam164c	12	85288591	85299358	-3.9072037	2.573574	-2.0724952
Samd15	12	87200750	87201943	-3.3614335	1.9019434	-4.9715104
Ttc8	12	98920574	98983238	1.9466499	3.8828151	2.1344826
Calm1	12	100199435	100209806	6.8502264	7.7220335	6.8242164
4831426I19Rik	12	105009809	104929949	-4.336393	-0.7226029	-9.920475
Ak7	12	105705982	105782447	-5.7346377	2.8596098	-5.4702454
Eml1	12	108370957	108539617	1.1046283	2.913341	0.9360171
Stk30	12	110840939	110807798	-1.6362463	2.8213887	-0.004929782
Amn	12	111271111	111276426	-2.8077533	3.3690464	0.4223148
Crip2	12	113140236	113145504	6.518968	7.2547255	4.6080284
Crip1	12	113152012	113153877	5.2295513	6.4510884	3.9915738
Wdr60	12	116263025	116207050	1.1366801	2.9028664	0.9158317
Akr1c13	13	4191184	4205596	-7.5504155	1.9378434	-7.9381
Akr1c19	13	4228700	4248681	-1.8708678	3.402051	-0.19057539
Akr1c12	13	4279433	4268172	-7.404126	0.5660019	-7.791811
Gng4	13	13784059	13827897	-8.604074	1.409477	-7.991758
Stard3nl	13	19395752	19357677	6.199041	6.9260125	5.9920936
Elmo1	13	20090507	20608353	1.3382537	4.2373924	2.0943122
Hist1h2bm	13	21722098	21722478	1.717556	3.3411307	1.0222043
Hist1h4j	13	21735062	21735837	-0.66447145	1.9535284	-2.6868713
Agtr1a	13	30336441	30382867	-3.823426	0.920743	-1.6845646
Serpinb6c	13	33905708	33879816	-7.541111	0.4110948	-4.7767925
Eci3	13	34963810	34946614	-5.8318806	0.2512563	-2.9465468
Dsp	13	38151328	38198577	-1.1939304	2.9571605	0.7878945
Slc35b3	13	38960875	38932140	2.271276	4.072375	2.6838884
Mak	13	41079706	41025120	-0.7300796	4.2739353	-1.5954134
Nedd9	13	41487320	41309916	-5.6898937	0.99072784	-2.2890823
Rnf182	13	43615710	43670945	-4.677122	0.19750589	-5.2453785
Gmpr	13	45507444	45546382	1.137401	3.7126884000000002	1.5046041000000001
Atxn1	13	45964991	45549758	-4.5917377	1.0488807	-5.006903
Gm1574	13	46273721	46300115	-7.511774	1.1519268	-5.4255276
Shc3	13	51567084	51431041	-7.685106	1.2119586	-7.920787
Higd2a	13	54590207	54591158	7.078041	7.7022347	7.108774
Fgfr4	13	55152640	55168759	-8.889553	0.12442916	-4.601672
Kif27	13	58354862	58287516	-3.4559662	2.629186	-1.77186
Zfp759	13	67128228	67141787	0.47939077	2.4413299999999998	-0.002554224
Bhmt2	13	93674302	93655720	-8.215743	3.9963942	-2.1439962
Dmgdh	13	93674433	93752831	-5.098641	0.2622771	-6.749359
Cd180	13	102693558	102739629	-8.0857935	-0.6302384	-5.8885155
Ccno	13	112987802	112990778	0.23463677	5.3834214	-0.7571188
Gm6320	13	112993868	113000394	-4.978175	-0.011613743	-8.687787
Gzmk	13	113225908	113171608	-4.80207	0.37664476	-6.7747164
Emb	13	117220625	117274098	8.969475	11.558433	9.730391
Fam107a	14	8318023	8296274	-0.9053174	2.1675444	-1.1869144
Oit1	14	8378763	8348948	-2.1067846	2.5505464	-7.7757554
Fhit	14	11162035	9550092	-2.5823755	0.6037188	-2.5550222
Nek10	14	14820765	15006743	-7.8432813	-0.8002219	-7.8159285
Kcnk5	14	20181782	20140058	1.37301	3.2528634	1.0641958
Kcnk16	14	20269162	20262756	-6.8789244	3.351267	-5.114605
Ttc18	14	20452226	20394190	-2.9348836	1.4332085	-3.7095912
Hesx1	14	27000362	27002329	1.0565867	6.032755	-1.5840783
Il17rb	14	30008896	29996141	-8.512833	-0.99991125	-8.9005165
Lrrc18	14	32991382	33015292	-1.8614715	3.725328	-3.740142
5730469M10Rik	14	41013788	40993740	4.49216	5.796105	2.9545763
Dydc2	14	41069074	41049209	1.5982327	4.409083	-0.47825006
Sftpd	14	41185198	41172212	-5.735104	-0.31822962	-7.8597536
Klhl33	14	50893255	50891389	-5.2709317	-0.47072875	-8.132547
Ang	14	51091077	51102007	-7.4132214	0.9585237	-7.800905
Rnase4	14	51091077	51106151	-5.9100976	2.5596993	-8.449785
Slc39a2	14	51892889	51896745	-2.569044	1.5214148	-0.9061023
Slc7a8	14	54781886	54722216	-1.4329861	1.501803	-2.4796336
Myh7	14	54994634	54970688	-4.8055186	-0.24667816	-10.554659
Cideb	14	55758458	55754045	-0.39316794	2.0531642	-0.56600124
Gzmc	14	56234656	56231401	-1.5665528	1.5092849	-7.3541675
Ift88	14	57424062	57517936	1.7842672	3.8138194	2.082799
Shisa2	14	59625281	59631658	1.4924047	3.9169083	0.45611963
Arl11	14	61309753	61311936	-7.6325345	1.916607	-8.020219
Scara3	14	65953744	65919395	-2.1887875	2.3093872	-0.14648399
Nudt18	14	70577847	70582571	-1.6268272	1.1753644	-1.6169919
Dok2	14	70766036	70778495	-0.46703964	1.9530542	-0.78243506
Itm2b	14	73385271	73362231	5.2031527	7.396973	4.8710227
Lcp1	14	75131101	75230842	-5.3035398	-0.19139251	-3.3792799
Scel	14	103513341	103613346	-6.9382505	-0.6698989	-9.062901
Gpc5	14	115092215	116525179	-8.067763	0.6489162	-5.996016
Sox21	14	118237030	118233232	-8.990608	-0.38305065	-4.6413274
Sepp1	15	3268547	3280508	3.0297966	5.858973	2.4015725
Capsl	15	9436028	9466035	3.5975547	7.7123075	3.4815907
Spef2	15	9748868	9578193	-7.426173	2.1987975	-5.0065026
Pdzd2	15	12592556	12357054	-5.851191	-0.95145214	-6.461268
Dnahc5	15	28203752	28472045	-4.3873787	1.5216277	-6.5120287
Dap	15	31224385	31274338	4.397343	5.876385	3.9723558
Ankrd33b	15	31367759	31291479	-6.865071	0.82914144	-3.6025014
Ropn1l	15	31453689	31441210	-0.6476413	2.2559395	-1.4921834
Pgcp	15	33083129	33594552	-0.68641955	1.7563566	-1.5858175
Tspyl5	15	33687883	33683876	0.3177514	3.3825858	-0.91984814
Spag1	15	36179368	36235610	-0.3404648	2.257866	-0.7044979
Ncald	15	37792570	37366175	-6.0172195	0.8717518	-2.2851644
Lrrc6	15	66500910	66379858	-5.650413	2.2132928	-1.8522308
Ndrg1	15	66969640	66929321	0.14579846	6.1203327	1.0947388
Lypd2	15	74734313	74732253	0.20068209	4.886115	0.36939114
Lynx1	15	74752979	74747856	-9.047572	-0.87813497	-9.435256
Rhpn1	15	75704280	75714410	0.6365638	3.4174755	-0.044586875
Mapk15	15	75993769	75999152	-6.6847305	2.6452932	-8.809381
Fam83h	15	76014336	76001093	-2.1230628	1.1299992	-1.2392842
Slc39a4	15	76616852	76612385	1.9891398	4.1803164	1.0137787
Ift27	15	78174108	78159465	4.801548	5.975393	4.6337695
Mpst	15	78406712	78414002	3.3302608	4.7464833	2.820841
Cdc42ep1	15	78842647	78850902	-1.2036674	3.4189975	1.8641301
Micall1	15	79108972	79136897	-1.3309327	1.567427	-1.2216793
4933432B09Rik	15	79658956	79609576	-3.4181077	0.35453966	-2.4838638
Dnalc4	15	79777849	79761453	3.0191154	4.3994765	3.1139698
Mchr1	15	81235499	81238963	-2.0884023	1.3121934	-4.260358
Ndufa6	15	82354291	82350139	7.5852933	8.120323	7.372276
Cyp2d26	15	82794245	82790107	-7.7830763	0.6800916	-8.170761
A4galt	15	83251774	83226726	-1.7094175	3.1967988	0.011422806
Arfgap3	15	83350247	83299740	-1.5735304	3.0191743	1.2665148
Tspo	15	83563573	83574201	6.1804395	6.9067235	5.847933
Pnpla3	15	84167816	84189512	-5.667679	1.4570727	-2.7203789
Upk3a	15	85017141	85022560	-7.058337	3.3328273	-3.1980941
Ribc2	15	85132099	85144569	-7.637199	1.0984633	-8.176887
Creld2	15	88819646	88826681	5.9773498	7.097942	5.9166
Odf3b	15	89379254	89377450	-2.9681814	2.8229764	-0.755953
Arsa	15	89477425	89472476	-0.18536131	3.1613166	1.1073365
Rabl2	15	89591923	89582533	3.679711	5.4162254	3.614523
Ccdc65	15	98708207	98723326	-1.6816249	3.7966502	-4.6340938
Grasp	15	101224207	101232755	0.80558753	3.65002	0.5101616
Krt7	15	101411043	101430313	-1.0369173	1.7646788	-2.5181758
4732456N10Rik	15	101562950	101552356	-4.1669393	-0.8692367	-8.79409
Krt8	15	102004342	101996711	3.7158055	9.260395	6.4539676
Krt18	15	102028216	102032026	4.9062243	8.971884	6.1670084
Soat2	15	102150526	102163474	-1.8724205	1.534971	-3.3624666
Itgb7	15	102231935	102215995	-7.3687406	-0.78194106	-8.908428
Ppp1r1a	15	103537992	103530279	3.506039	5.6599426	3.1584768
AC163723.1	16	5007316	5008306	2.1374106	3.7437506	1.2446876
Ppl	16	5132481	5086291	-2.44412	0.5982086	-9.950746
Emp2	16	10313968	10281749	-2.4859412	2.175198	-2.7976766
Efcab1	16	14906637	14925879	-0.24276249	5.53454	-1.6883941
Spag6	16	16829456	16753016	-3.8922498	2.9577725	-2.7889478
4930451C15Rik	16	17561247	17544465	-4.2476916	1.244939	-9.279232
Fam131a	16	20693282	20703048	-0.8405029	2.1717505	-1.9802598
Clcn2	16	20717746	20702964	1.0494406	3.1923983	0.13699314
Thpo	16	20734511	20725158	-0.76796955	4.728912	-2.2238255
Chrd	16	20733127	20742384	-0.6004789	5.9327044	-1.2131492
Ephb3	16	21204755	21223305	0.36639836	2.7758706	0.2338512
Liph	16	21995542	21953826	-3.344472	-0.291961	-6.2240095
Fetub	16	22918382	22939766	-4.8488226	1.7638788	-4.3296165
Fgf12	16	28445227	28160120	-2.8850167	0.31572422	-2.5071664
Hes1	16	30064384	30067796	2.6256702	4.935448	3.2866733
Tctex1d2	16	32419702	32429099	2.8512251	4.7589	2.2908309
Iqcg	16	33056218	33015385	0.63748324	4.7498894	1.2805892
Muc13	16	33794037	33819934	-8.668111	1.3064632	-9.055796
4932425I24Rik	16	38342143	38297754	-5.1868796	2.9543602	-3.3939917
Gramd1c	16	44027945	43980350	-3.6424794	-0.11357843	-3.182167
Wdr52	16	44394796	44482428	-4.2713394	3.3003905	-6.6865044
Cd200r3	16	44943678	44981380	-5.0346646	-0.5239679	-10.033784
Ift57	16	49699233	49765126	1.5951301	4.726866	1.7559533
Cldn8	16	88563183	88560828	-6.149325	0.24781294	-8.689013
Slc5a3	16	92058322	92087473	1.512098	5.2604575	3.514183
Kcne1	16	92359468	92346001	-8.740805	0.0693824	-4.976486
Rcan1	16	92466146	92391953	2.241408	4.3445015	2.6708596
Clic6	16	92485736	92541243	0.05794959	3.3615167	-0.8856096
Tmprss2	16	97611195	97564684	-1.9142423	4.91565	-8.960138
T	17	8434423	8442496	5.7789426	8.434136	7.1849866
Pacrg	17	10840311	10403012	-1.1061554	2.7550385	-3.3683088
Hcfc1r1	17	23673596	23675227	5.210963	6.425258	4.917315
Tnfrsf12a	17	23677449	23675447	2.1637743	5.1876373	0.07565035
Cldn6	17	23679365	23682446	7.8889117	9.400209	2.2570846
Cldn9	17	23684026	23682584	-0.29230997	5.374954	-7.9817443
Dcpp1	17	23880876	23882853	-3.8944	4.3090706	0.1508751
Dcpp3	17	23917458	23919441	-3.3925123	6.2769985	1.2950916
Hs3st6	17	24753003	24758683	-7.350687	2.9378026	-3.7790134
Ccdc154	17	25162461	25171913	-8.338206	1.3199776	-8.72589
Tekt4	17	25471590	25476594	-3.4409392	4.187083	-7.916086
Wdr90	17	25861501	25844771	1.407813	3.1010764	1.3019599
Nhlrc4	17	25944961	25942233	-8.277869	-0.975166	-6.5135503
Itfg3	17	26244223	26211822	1.7751218	3.7155418	1.7655435
Spdef	17	27728951	27714352	-2.1599555	2.5726676	-3.9067206
Tcp11	17	28080639	28066747	-1.6545604	2.7014587	-1.7943174
